CMDLINE /home/simon/Documents/Geek/docker_engine/mem_profiler/.venv/bin/python main.py
MEM 50.625000 1734432157.8943
MEM 50.750000 1734432157.9946
MEM 50.750000 1734432158.0950
MEM 50.875000 1734432158.1953
MEM 50.875000 1734432158.2957
MEM 51.000000 1734432158.3959
MEM 51.000000 1734432158.4963
MEM 51.125000 1734432158.5966
MEM 51.125000 1734432158.6969
MEM 51.250000 1734432158.7972
MEM 51.250000 1734432158.8975
MEM 51.250000 1734432158.9979
MEM 51.375000 1734432159.0988
MEM 51.375000 1734432159.1991
MEM 51.500000 1734432159.2995
MEM 51.500000 1734432159.3998
MEM 51.625000 1734432159.5002
MEM 51.625000 1734432159.6005
MEM 51.750000 1734432159.7008
MEM 51.750000 1734432159.8012
MEM 51.875000 1734432159.9016
MEM 51.875000 1734432160.0019
MEM 52.000000 1734432160.1023
MEM 52.000000 1734432160.2026
MEM 52.125000 1734432160.3030
MEM 52.125000 1734432160.4033
MEM 52.250000 1734432160.5037
MEM 52.250000 1734432160.6040
MEM 52.375000 1734432160.7044
MEM 52.375000 1734432160.8048
MEM 52.375000 1734432160.9051
MEM 52.500000 1734432161.0054
MEM 52.500000 1734432161.1058
MEM 52.625000 1734432161.2061
MEM 52.625000 1734432161.3065
MEM 52.750000 1734432161.4068
MEM 52.750000 1734432161.5072
MEM 52.875000 1734432161.6076
MEM 52.875000 1734432161.7080
MEM 53.000000 1734432161.8086
MEM 53.000000 1734432161.9089
MEM 53.125000 1734432162.0093
MEM 53.125000 1734432162.1097
MEM 53.125000 1734432162.2100
MEM 53.250000 1734432162.3103
MEM 53.250000 1734432162.4107
MEM 53.375000 1734432162.5110
MEM 53.375000 1734432162.6114
MEM 53.375000 1734432162.7119
MEM 53.500000 1734432162.8122
MEM 53.500000 1734432162.9126
MEM 53.625000 1734432163.0129
MEM 53.625000 1734432163.1133
MEM 53.750000 1734432163.2140
MEM 53.750000 1734432163.3143
MEM 53.875000 1734432163.4151
MEM 53.875000 1734432163.5155
MEM 54.000000 1734432163.6158
MEM 54.000000 1734432163.7161
MEM 54.125000 1734432163.8165
MEM 54.125000 1734432163.9168
MEM 54.250000 1734432164.0172
MEM 54.250000 1734432164.1175
MEM 54.375000 1734432164.2179
MEM 54.375000 1734432164.3182
MEM 54.500000 1734432164.4186
MEM 54.500000 1734432164.5189
MEM 54.500000 1734432164.6193
MEM 54.625000 1734432164.7198
MEM 54.625000 1734432164.8202
MEM 54.750000 1734432164.9206
MEM 54.750000 1734432165.0210
MEM 54.875000 1734432165.1213
MEM 54.875000 1734432165.2216
MEM 55.000000 1734432165.3220
MEM 55.125000 1734432165.4223
MEM 55.125000 1734432165.5227
MEM 55.250000 1734432165.6231
MEM 55.250000 1734432165.7234
MEM 55.375000 1734432165.8238
MEM 55.375000 1734432165.9241
MEM 55.500000 1734432166.0244
MEM 55.500000 1734432166.1248
MEM 55.625000 1734432166.2252
MEM 55.625000 1734432166.3255
MEM 55.750000 1734432166.4259
MEM 55.750000 1734432166.5262
MEM 55.875000 1734432166.6266
MEM 55.875000 1734432166.7269
MEM 56.000000 1734432166.8278
MEM 56.000000 1734432166.9281
MEM 56.125000 1734432167.0284
MEM 56.125000 1734432167.1288
MEM 56.125000 1734432167.2291
MEM 56.250000 1734432167.3295
MEM 56.250000 1734432167.4298
MEM 56.250000 1734432167.5302
MEM 56.375000 1734432167.6306
MEM 56.375000 1734432167.7309
MEM 56.500000 1734432167.8315
MEM 56.500000 1734432167.9318
MEM 56.625000 1734432168.0321
MEM 56.625000 1734432168.1325
MEM 56.750000 1734432168.2328
MEM 56.750000 1734432168.3331
MEM 56.875000 1734432168.4335
MEM 56.875000 1734432168.5339
MEM 57.000000 1734432168.6342
MEM 57.000000 1734432168.7346
MEM 57.125000 1734432168.8350
MEM 57.125000 1734432168.9353
MEM 57.250000 1734432169.0357
MEM 57.250000 1734432169.1360
MEM 57.375000 1734432169.2363
MEM 57.375000 1734432169.3367
MEM 57.500000 1734432169.4370
MEM 57.500000 1734432169.5373
MEM 57.625000 1734432169.6377
MEM 57.625000 1734432169.7380
MEM 57.750000 1734432169.8384
MEM 57.750000 1734432169.9387
MEM 57.875000 1734432170.0391
MEM 57.875000 1734432170.1395
MEM 58.000000 1734432170.2399
MEM 58.000000 1734432170.3402
MEM 58.125000 1734432170.4405
MEM 58.125000 1734432170.5408
MEM 58.250000 1734432170.6411
MEM 58.250000 1734432170.7414
MEM 58.250000 1734432170.8418
MEM 58.375000 1734432170.9421
MEM 58.375000 1734432171.0425
MEM 58.500000 1734432171.1428
MEM 58.500000 1734432171.2432
MEM 58.625000 1734432171.3435
MEM 58.625000 1734432171.4439
MEM 58.750000 1734432171.5443
MEM 58.750000 1734432171.6446
MEM 58.875000 1734432171.7450
MEM 58.875000 1734432171.8453
MEM 59.000000 1734432171.9457
MEM 59.000000 1734432172.0461
MEM 59.125000 1734432172.1464
MEM 59.125000 1734432172.2468
MEM 59.250000 1734432172.3471
MEM 59.250000 1734432172.4475
MEM 59.375000 1734432172.5478
MEM 59.375000 1734432172.6482
MEM 59.500000 1734432172.7485
MEM 59.500000 1734432172.8488
MEM 59.625000 1734432172.9492
MEM 59.625000 1734432173.0495
MEM 59.750000 1734432173.1498
MEM 59.750000 1734432173.2502
MEM 59.875000 1734432173.3505
MEM 59.875000 1734432173.4509
MEM 60.000000 1734432173.5513
MEM 60.000000 1734432173.6516
MEM 60.125000 1734432173.7519
MEM 60.125000 1734432173.8522
MEM 60.250000 1734432173.9525
MEM 60.250000 1734432174.0529
MEM 60.375000 1734432174.1532
MEM 60.375000 1734432174.2535
MEM 60.500000 1734432174.3538
MEM 60.500000 1734432174.4541
MEM 60.625000 1734432174.5546
MEM 60.625000 1734432174.6549
MEM 60.750000 1734432174.7553
MEM 60.750000 1734432174.8557
MEM 60.875000 1734432174.9561
MEM 60.875000 1734432175.0564
MEM 61.000000 1734432175.1569
MEM 61.000000 1734432175.2572
MEM 61.000000 1734432175.3577
MEM 23.882812 1734432175.4581
MEM 23.882812 1734432175.5585
MEM 23.882812 1734432175.6589
MEM 23.882812 1734432175.7591
MEM 23.882812 1734432175.8595
MEM 23.882812 1734432175.9598
MEM 23.882812 1734432176.0600
MEM 23.882812 1734432176.1603
MEM 23.882812 1734432176.2607
MEM 23.882812 1734432176.3609
MEM 23.882812 1734432176.4613
MEM 23.882812 1734432176.5617
MEM 23.882812 1734432176.6621
MEM 23.882812 1734432176.7625
MEM 23.882812 1734432176.8629
MEM 23.882812 1734432176.9632
MEM 23.882812 1734432177.0637
MEM 23.882812 1734432177.1640
MEM 23.882812 1734432177.2643
MEM 23.882812 1734432177.3645
MEM 23.882812 1734432177.4649
MEM 23.882812 1734432177.5652
MEM 23.882812 1734432177.6655
MEM 23.882812 1734432177.7659
MEM 23.882812 1734432177.8663
MEM 23.882812 1734432177.9666
MEM 23.882812 1734432178.0670
MEM 23.882812 1734432178.1674
MEM 23.882812 1734432178.2677
MEM 23.882812 1734432178.3681
MEM 23.882812 1734432178.4684
MEM 23.882812 1734432178.5687
MEM 23.882812 1734432178.6690
MEM 23.882812 1734432178.7694
MEM 23.882812 1734432178.8697
MEM 23.882812 1734432178.9700
MEM 23.882812 1734432179.0703
MEM 23.882812 1734432179.1707
MEM 23.882812 1734432179.2709
MEM 23.882812 1734432179.3712
MEM 23.882812 1734432179.4714
MEM 23.882812 1734432179.5717
MEM 23.882812 1734432179.6719
MEM 23.882812 1734432179.7723
MEM 23.882812 1734432179.8727
MEM 23.882812 1734432179.9731
MEM 23.882812 1734432180.0734
MEM 23.882812 1734432180.1738
MEM 23.882812 1734432180.2742
MEM 23.882812 1734432180.3746
MEM 23.882812 1734432180.4750
MEM 23.882812 1734432180.5754
MEM 23.882812 1734432180.6757
MEM 23.882812 1734432180.7761
MEM 23.882812 1734432180.8766
MEM 23.882812 1734432180.9770
MEM 23.882812 1734432181.0773
MEM 23.882812 1734432181.1777
MEM 23.882812 1734432181.2781
MEM 23.882812 1734432181.3784
MEM 23.882812 1734432181.4787
MEM 23.882812 1734432181.5789
MEM 23.882812 1734432181.6791
MEM 23.882812 1734432181.7794
MEM 23.882812 1734432181.8796
MEM 23.882812 1734432181.9798
MEM 23.882812 1734432182.0802
MEM 23.882812 1734432182.1804
MEM 23.882812 1734432182.2807
MEM 23.882812 1734432182.3809
MEM 23.882812 1734432182.4812
MEM 23.882812 1734432182.5815
MEM 23.882812 1734432182.6818
MEM 23.882812 1734432182.7823
MEM 23.882812 1734432182.8827
MEM 23.882812 1734432182.9830
MEM 23.882812 1734432183.0832
MEM 23.882812 1734432183.1836
MEM 23.882812 1734432183.2840
MEM 23.882812 1734432183.3843
MEM 23.882812 1734432183.4847
MEM 23.882812 1734432183.5850
MEM 23.882812 1734432183.6852
MEM 23.882812 1734432183.7856
MEM 23.882812 1734432183.8860
MEM 23.882812 1734432183.9863
MEM 23.882812 1734432184.0867
MEM 23.882812 1734432184.1871
MEM 23.882812 1734432184.2875
MEM 23.882812 1734432184.3879
MEM 23.882812 1734432184.4883
MEM 23.882812 1734432184.5888
MEM 23.882812 1734432184.6891
MEM 23.882812 1734432184.7894
MEM 23.882812 1734432184.8900
MEM 23.882812 1734432184.9904
MEM 23.882812 1734432185.0908
MEM 23.882812 1734432185.1911
MEM 23.882812 1734432185.2915
MEM 23.882812 1734432185.3919
MEM 23.882812 1734432185.4923
MEM 23.882812 1734432185.5928
MEM 23.882812 1734432185.6931
MEM 23.882812 1734432185.7935
MEM 23.882812 1734432185.8937
MEM 23.882812 1734432185.9941
MEM 23.882812 1734432186.0944
MEM 23.882812 1734432186.1948
MEM 23.882812 1734432186.2951
MEM 23.882812 1734432186.3954
MEM 23.882812 1734432186.4959
MEM 23.882812 1734432186.5963
MEM 23.882812 1734432186.6967
MEM 23.882812 1734432186.7971
MEM 23.882812 1734432186.8975
MEM 23.882812 1734432186.9978
MEM 23.882812 1734432187.0982
MEM 23.882812 1734432187.1986
MEM 23.882812 1734432187.2989
MEM 23.882812 1734432187.3992
MEM 23.882812 1734432187.4996
MEM 23.882812 1734432187.5999
MEM 23.882812 1734432187.7002
MEM 23.882812 1734432187.8006
MEM 23.882812 1734432187.9010
MEM 23.882812 1734432188.0013
MEM 23.882812 1734432188.1017
MEM 23.882812 1734432188.2020
MEM 23.882812 1734432188.3024
MEM 23.882812 1734432188.4027
MEM 23.882812 1734432188.5030
MEM 23.882812 1734432188.6034
MEM 23.882812 1734432188.7038
MEM 23.882812 1734432188.8041
MEM 23.882812 1734432188.9044
MEM 23.882812 1734432189.0048
MEM 23.882812 1734432189.1051
MEM 23.882812 1734432189.2055
MEM 23.882812 1734432189.3058
MEM 23.882812 1734432189.4061
MEM 23.882812 1734432189.5065
MEM 23.882812 1734432189.6068
MEM 23.882812 1734432189.7072
MEM 23.882812 1734432189.8075
MEM 23.882812 1734432189.9078
MEM 23.882812 1734432190.0082
MEM 23.882812 1734432190.1085
MEM 23.882812 1734432190.2088
MEM 23.882812 1734432190.3092
