CMDLINE /home/simon/Documents/Geek/docker_engine/mem_profiler/.venv/bin/python main.py
MEM 23.882812 1734432190.4095
MEM 23.882812 1734432190.5099
MEM 23.882812 1734432190.6102
MEM 23.882812 1734432190.7106
MEM 23.882812 1734432190.8110
MEM 23.882812 1734432190.9113
MEM 23.882812 1734432191.0117
MEM 23.882812 1734432191.1120
MEM 23.882812 1734432191.2123
MEM 23.882812 1734432191.3127
MEM 23.882812 1734432191.4131
MEM 23.882812 1734432191.5135
MEM 23.882812 1734432191.6138
MEM 23.882812 1734432191.7141
MEM 23.882812 1734432191.8144
MEM 23.882812 1734432191.9148
MEM 23.882812 1734432192.0151
MEM 23.882812 1734432192.1154
MEM 23.882812 1734432192.2157
MEM 23.882812 1734432192.3161
MEM 23.882812 1734432192.4165
MEM 23.882812 1734432192.5168
MEM 23.882812 1734432192.6171
MEM 23.882812 1734432192.7174
MEM 23.882812 1734432192.8178
MEM 23.882812 1734432192.9181
MEM 23.882812 1734432193.0184
MEM 23.882812 1734432193.1188
MEM 23.882812 1734432193.2191
MEM 23.882812 1734432193.3196
MEM 23.882812 1734432193.4199
MEM 23.882812 1734432193.5203
MEM 23.882812 1734432193.6207
MEM 23.882812 1734432193.7211
MEM 23.882812 1734432193.8215
MEM 23.882812 1734432193.9218
MEM 23.882812 1734432194.0221
MEM 23.882812 1734432194.1225
MEM 23.882812 1734432194.2228
MEM 23.882812 1734432194.3231
MEM 23.882812 1734432194.4234
MEM 23.882812 1734432194.5238
MEM 23.882812 1734432194.6241
MEM 23.882812 1734432194.7245
MEM 23.882812 1734432194.8248
MEM 23.882812 1734432194.9251
MEM 23.882812 1734432195.0255
MEM 23.882812 1734432195.1258
MEM 23.882812 1734432195.2262
MEM 23.882812 1734432195.3265
MEM 23.882812 1734432195.4268
MEM 23.882812 1734432195.5271
MEM 23.882812 1734432195.6276
MEM 23.882812 1734432195.7280
MEM 23.882812 1734432195.8283
MEM 23.882812 1734432195.9287
MEM 23.882812 1734432196.0289
MEM 23.882812 1734432196.1293
MEM 23.882812 1734432196.2296
MEM 23.882812 1734432196.3299
MEM 23.882812 1734432196.4302
MEM 23.882812 1734432196.5305
MEM 23.882812 1734432196.6309
MEM 23.882812 1734432196.7312
MEM 23.882812 1734432196.8315
MEM 23.882812 1734432196.9318
MEM 23.882812 1734432197.0321
MEM 23.882812 1734432197.1325
MEM 23.882812 1734432197.2328
MEM 23.882812 1734432197.3330
MEM 23.882812 1734432197.4333
MEM 23.882812 1734432197.5337
MEM 23.882812 1734432197.6340
MEM 23.882812 1734432197.7344
MEM 23.882812 1734432197.8347
MEM 23.882812 1734432197.9350
MEM 23.882812 1734432198.0353
MEM 23.882812 1734432198.1356
MEM 23.882812 1734432198.2359
MEM 23.882812 1734432198.3363
MEM 23.882812 1734432198.4366
MEM 23.882812 1734432198.5370
MEM 23.882812 1734432198.6374
MEM 23.882812 1734432198.7378
MEM 23.882812 1734432198.8381
MEM 23.882812 1734432198.9385
MEM 23.882812 1734432199.0388
MEM 23.882812 1734432199.1391
MEM 23.882812 1734432199.2395
MEM 23.882812 1734432199.3398
MEM 23.882812 1734432199.4401
MEM 23.882812 1734432199.5403
MEM 23.882812 1734432199.6407
MEM 23.882812 1734432199.7410
MEM 23.882812 1734432199.8413
MEM 23.882812 1734432199.9417
MEM 23.882812 1734432200.0421
MEM 23.882812 1734432200.1423
MEM 23.882812 1734432200.2425
MEM 23.882812 1734432200.3428
MEM 23.882812 1734432200.4432
MEM 23.882812 1734432200.5435
MEM 23.882812 1734432200.6438
MEM 23.882812 1734432200.7442
MEM 23.882812 1734432200.8446
MEM 23.882812 1734432200.9449
MEM 23.882812 1734432201.0453
MEM 23.882812 1734432201.1457
MEM 23.882812 1734432201.2461
MEM 23.882812 1734432201.3464
MEM 23.882812 1734432201.4467
MEM 23.882812 1734432201.5469
MEM 23.882812 1734432201.6472
MEM 23.882812 1734432201.7475
MEM 23.882812 1734432201.8478
MEM 23.882812 1734432201.9482
MEM 23.882812 1734432202.0485
MEM 23.882812 1734432202.1488
MEM 23.882812 1734432202.2492
MEM 23.882812 1734432202.3495
MEM 23.882812 1734432202.4498
MEM 23.882812 1734432202.5501
MEM 23.882812 1734432202.6505
MEM 23.882812 1734432202.7508
MEM 23.882812 1734432202.8512
MEM 23.882812 1734432202.9514
MEM 23.882812 1734432203.0517
MEM 23.882812 1734432203.1521
MEM 23.882812 1734432203.2525
MEM 23.882812 1734432203.3528
MEM 23.882812 1734432203.4533
MEM 23.882812 1734432203.5537
MEM 23.882812 1734432203.6542
MEM 23.882812 1734432203.7544
MEM 23.882812 1734432203.8547
MEM 23.882812 1734432203.9549
MEM 23.882812 1734432204.0551
MEM 23.882812 1734432204.1554
MEM 23.882812 1734432204.2557
MEM 23.882812 1734432204.3560
MEM 23.882812 1734432204.4563
MEM 23.882812 1734432204.5568
MEM 23.882812 1734432204.6571
MEM 23.882812 1734432204.7573
MEM 23.882812 1734432204.8576
MEM 23.882812 1734432204.9579
MEM 23.882812 1734432205.0581
MEM 23.882812 1734432205.1585
MEM 23.882812 1734432205.2588
MEM 23.882812 1734432205.3591
MEM 23.882812 1734432205.4594
MEM 23.882812 1734432205.5597
MEM 23.882812 1734432205.6600
MEM 23.882812 1734432205.7603
MEM 23.882812 1734432205.8609
MEM 23.882812 1734432205.9613
MEM 23.882812 1734432206.0616
MEM 23.882812 1734432206.1635
MEM 23.882812 1734432206.2638
MEM 23.882812 1734432206.3641
MEM 23.882812 1734432206.4644
MEM 23.882812 1734432206.5647
MEM 23.882812 1734432206.6650
MEM 23.882812 1734432206.7653
MEM 23.882812 1734432206.8656
MEM 23.882812 1734432206.9660
MEM 23.882812 1734432207.0663
MEM 23.882812 1734432207.1668
MEM 23.882812 1734432207.2671
MEM 23.882812 1734432207.3674
MEM 23.882812 1734432207.4678
MEM 23.882812 1734432207.5682
MEM 23.882812 1734432207.6685
MEM 23.882812 1734432207.7689
MEM 23.882812 1734432207.8691
MEM 23.882812 1734432207.9694
MEM 23.882812 1734432208.0696
MEM 23.882812 1734432208.1699
MEM 23.882812 1734432208.2701
MEM 23.882812 1734432208.3703
MEM 23.882812 1734432208.4706
MEM 23.882812 1734432208.5708
MEM 23.882812 1734432208.6710
MEM 23.882812 1734432208.7713
MEM 23.882812 1734432208.8715
MEM 23.882812 1734432208.9717
MEM 23.882812 1734432209.0720
MEM 23.882812 1734432209.1722
MEM 23.882812 1734432209.2724
MEM 23.882812 1734432209.3727
MEM 23.882812 1734432209.4729
MEM 23.882812 1734432209.5732
MEM 23.882812 1734432209.6734
MEM 23.882812 1734432209.7737
MEM 23.882812 1734432209.8741
MEM 23.882812 1734432209.9745
MEM 23.882812 1734432210.0748
MEM 23.882812 1734432210.1751
MEM 23.882812 1734432210.2754
MEM 23.882812 1734432210.3758
MEM 23.882812 1734432210.4762
MEM 23.882812 1734432210.5765
MEM 23.882812 1734432210.6768
MEM 23.882812 1734432210.7772
MEM 23.882812 1734432210.8774
MEM 23.882812 1734432210.9780
MEM 23.882812 1734432211.0784
MEM 23.882812 1734432211.1789
MEM 23.882812 1734432211.2793
MEM 23.882812 1734432211.3796
MEM 23.882812 1734432211.4800
MEM 23.882812 1734432211.5804
MEM 23.882812 1734432211.6808
MEM 23.882812 1734432211.7811
MEM 23.882812 1734432211.8814
MEM 23.882812 1734432211.9818
MEM 23.882812 1734432212.0821
MEM 23.882812 1734432212.1824
MEM 23.882812 1734432212.2829
MEM 23.882812 1734432212.3833
MEM 23.882812 1734432212.4836
MEM 23.882812 1734432212.5840
MEM 23.882812 1734432212.6843
MEM 23.882812 1734432212.7846
MEM 23.882812 1734432212.8849
MEM 23.882812 1734432212.9853
MEM 23.882812 1734432213.0856
MEM 23.882812 1734432213.1859
MEM 23.882812 1734432213.2862
MEM 23.882812 1734432213.3865
MEM 23.882812 1734432213.4868
MEM 23.882812 1734432213.5872
MEM 23.882812 1734432213.6875
MEM 23.882812 1734432213.7878
MEM 23.882812 1734432213.8882
MEM 23.882812 1734432213.9885
MEM 23.882812 1734432214.0888
MEM 23.882812 1734432214.1891
MEM 23.882812 1734432214.2895
MEM 23.882812 1734432214.3898
MEM 23.882812 1734432214.4902
MEM 23.882812 1734432214.5906
MEM 23.882812 1734432214.6909
MEM 23.882812 1734432214.7912
MEM 23.882812 1734432214.8917
MEM 23.882812 1734432214.9920
MEM 23.882812 1734432215.0923
MEM 23.882812 1734432215.1928
MEM 23.882812 1734432215.2932
MEM 23.882812 1734432215.3935
MEM 23.882812 1734432215.4938
MEM 23.882812 1734432215.5942
MEM 23.882812 1734432215.6945
MEM 23.882812 1734432215.7948
MEM 23.882812 1734432215.8952
MEM 23.882812 1734432215.9956
MEM 23.882812 1734432216.0961
MEM 23.882812 1734432216.1964
MEM 23.882812 1734432216.2968
MEM 23.882812 1734432216.3971
MEM 23.882812 1734432216.4976
MEM 23.882812 1734432216.5980
MEM 23.882812 1734432216.6982
MEM 23.882812 1734432216.7986
MEM 23.882812 1734432216.8990
MEM 23.882812 1734432216.9994
MEM 23.882812 1734432217.0997
MEM 23.882812 1734432217.2002
MEM 23.882812 1734432217.3006
MEM 23.882812 1734432217.4011
MEM 23.882812 1734432217.5014
MEM 23.882812 1734432217.6017
MEM 23.882812 1734432217.7020
MEM 23.882812 1734432217.8023
MEM 23.882812 1734432217.9027
MEM 23.882812 1734432218.0030
MEM 23.882812 1734432218.1032
MEM 23.882812 1734432218.2036
MEM 23.882812 1734432218.3039
MEM 23.882812 1734432218.4042
MEM 23.882812 1734432218.5047
MEM 23.882812 1734432218.6050
MEM 23.882812 1734432218.7054
MEM 23.882812 1734432218.8058
MEM 23.882812 1734432218.9061
MEM 23.882812 1734432219.0064
MEM 23.882812 1734432219.1068
MEM 23.882812 1734432219.2072
MEM 23.882812 1734432219.3075
MEM 23.882812 1734432219.4078
MEM 23.882812 1734432219.5082
MEM 23.882812 1734432219.6085
MEM 23.882812 1734432219.7089
MEM 23.882812 1734432219.8093
MEM 23.882812 1734432219.9097
MEM 23.882812 1734432220.0100
MEM 23.882812 1734432220.1104
MEM 23.882812 1734432220.2107
MEM 23.882812 1734432220.3110
MEM 23.882812 1734432220.4114
MEM 23.882812 1734432220.5118
MEM 23.882812 1734432220.6121
MEM 23.882812 1734432220.7125
MEM 23.882812 1734432220.8128
MEM 23.882812 1734432220.9131
MEM 23.882812 1734432221.0134
MEM 23.882812 1734432221.1138
MEM 23.882812 1734432221.2142
MEM 23.882812 1734432221.3145
MEM 23.882812 1734432221.4148
MEM 23.882812 1734432221.5151
MEM 23.882812 1734432221.6156
MEM 23.882812 1734432221.7159
MEM 23.882812 1734432221.8163
MEM 23.882812 1734432221.9166
MEM 23.882812 1734432222.0170
MEM 23.882812 1734432222.1173
MEM 23.882812 1734432222.2177
MEM 23.882812 1734432222.3181
MEM 23.882812 1734432222.4184
MEM 23.882812 1734432222.5188
MEM 23.882812 1734432222.6191
MEM 23.882812 1734432222.7194
MEM 23.882812 1734432222.8197
MEM 23.882812 1734432222.9200
MEM 23.882812 1734432223.0204
MEM 23.882812 1734432223.1207
MEM 23.882812 1734432223.2210
MEM 23.882812 1734432223.3213
MEM 23.882812 1734432223.4217
MEM 23.882812 1734432223.5220
MEM 23.882812 1734432223.6224
MEM 23.882812 1734432223.7227
MEM 23.882812 1734432223.8230
MEM 23.882812 1734432223.9235
MEM 23.882812 1734432224.0238
MEM 23.882812 1734432224.1241
MEM 23.882812 1734432224.2245
MEM 23.882812 1734432224.3248
MEM 23.882812 1734432224.4251
MEM 23.882812 1734432224.5254
MEM 23.882812 1734432224.6258
MEM 23.882812 1734432224.7288
MEM 23.882812 1734432224.8291
MEM 23.882812 1734432224.9295
MEM 23.882812 1734432225.0298
MEM 23.882812 1734432225.1301
MEM 23.882812 1734432225.2304
MEM 23.882812 1734432225.3308
MEM 23.882812 1734432225.4312
MEM 23.882812 1734432225.5315
MEM 23.882812 1734432225.6318
MEM 23.882812 1734432225.7322
MEM 23.882812 1734432225.8326
MEM 23.882812 1734432225.9329
MEM 23.882812 1734432226.0332
MEM 23.882812 1734432226.1335
MEM 23.882812 1734432226.2338
MEM 23.882812 1734432226.3342
MEM 23.882812 1734432226.4345
MEM 23.882812 1734432226.5348
MEM 23.882812 1734432226.6351
MEM 23.882812 1734432226.7354
MEM 23.882812 1734432226.8357
MEM 23.882812 1734432226.9361
MEM 23.882812 1734432227.0365
MEM 23.882812 1734432227.1369
MEM 23.882812 1734432227.2372
MEM 23.882812 1734432227.3376
MEM 23.882812 1734432227.4380
MEM 23.882812 1734432227.5383
MEM 23.882812 1734432227.6387
MEM 23.882812 1734432227.7390
MEM 23.882812 1734432227.8393
MEM 23.882812 1734432227.9397
MEM 23.882812 1734432228.0405
MEM 23.882812 1734432228.1408
MEM 23.882812 1734432228.2411
MEM 23.882812 1734432228.3414
MEM 23.882812 1734432228.4417
MEM 23.882812 1734432228.5421
MEM 23.882812 1734432228.6425
MEM 23.882812 1734432228.7428
MEM 23.882812 1734432228.8432
MEM 23.882812 1734432228.9435
MEM 23.882812 1734432229.0439
MEM 23.882812 1734432229.1442
MEM 23.882812 1734432229.2446
MEM 23.882812 1734432229.3450
MEM 23.882812 1734432229.4453
MEM 23.882812 1734432229.5457
MEM 23.882812 1734432229.6460
MEM 23.882812 1734432229.7464
MEM 23.882812 1734432229.8467
MEM 23.882812 1734432229.9471
MEM 23.882812 1734432230.0474
MEM 23.882812 1734432230.1478
MEM 23.882812 1734432230.2484
MEM 23.882812 1734432230.3488
MEM 23.882812 1734432230.4492
MEM 23.882812 1734432230.5496
MEM 23.882812 1734432230.6500
MEM 23.882812 1734432230.7503
MEM 23.882812 1734432230.8506
MEM 23.882812 1734432230.9510
MEM 23.882812 1734432231.0513
MEM 23.882812 1734432231.1517
MEM 23.882812 1734432231.2520
MEM 23.882812 1734432231.3523
MEM 23.882812 1734432231.4527
MEM 23.882812 1734432231.5530
MEM 23.882812 1734432231.6533
MEM 23.882812 1734432231.7537
MEM 23.882812 1734432231.8540
MEM 23.882812 1734432231.9543
MEM 23.882812 1734432232.0547
MEM 23.882812 1734432232.1550
MEM 23.882812 1734432232.2553
MEM 23.882812 1734432232.3556
MEM 23.882812 1734432232.4559
MEM 23.882812 1734432232.5563
MEM 23.882812 1734432232.6566
MEM 23.882812 1734432232.7569
MEM 23.882812 1734432232.8572
MEM 23.882812 1734432232.9575
MEM 23.882812 1734432233.0579
MEM 23.882812 1734432233.1582
MEM 23.882812 1734432233.2585
MEM 23.882812 1734432233.3590
MEM 23.882812 1734432233.4593
MEM 23.882812 1734432233.5596
MEM 23.882812 1734432233.6599
MEM 23.882812 1734432233.7602
MEM 23.882812 1734432233.8605
MEM 23.882812 1734432233.9608
MEM 23.882812 1734432234.0612
MEM 23.882812 1734432234.1615
MEM 23.882812 1734432234.2619
MEM 23.882812 1734432234.3622
MEM 23.882812 1734432234.4625
MEM 23.882812 1734432234.5628
MEM 23.882812 1734432234.6632
MEM 23.882812 1734432234.7635
MEM 23.882812 1734432234.8638
MEM 23.882812 1734432234.9642
MEM 23.882812 1734432235.0645
MEM 23.882812 1734432235.1649
MEM 23.882812 1734432235.2652
MEM 23.882812 1734432235.3656
MEM 23.882812 1734432235.4660
MEM 23.882812 1734432235.5664
MEM 23.882812 1734432235.6668
MEM 23.882812 1734432235.7672
MEM 23.882812 1734432235.8675
MEM 23.882812 1734432235.9678
MEM 23.882812 1734432236.0682
MEM 23.882812 1734432236.1685
MEM 23.882812 1734432236.2688
MEM 23.882812 1734432236.3692
MEM 23.882812 1734432236.4695
MEM 23.882812 1734432236.5699
MEM 23.882812 1734432236.6703
MEM 23.882812 1734432236.7706
MEM 23.882812 1734432236.8710
MEM 23.882812 1734432236.9713
MEM 23.882812 1734432237.0717
MEM 23.882812 1734432237.1720
MEM 23.882812 1734432237.2724
MEM 23.882812 1734432237.3728
MEM 23.882812 1734432237.4733
MEM 23.882812 1734432237.5739
MEM 23.882812 1734432237.6743
MEM 23.882812 1734432237.7751
MEM 23.882812 1734432237.8754
MEM 23.882812 1734432237.9758
MEM 23.882812 1734432238.0761
MEM 23.882812 1734432238.1765
MEM 23.882812 1734432238.2768
MEM 23.882812 1734432238.3771
MEM 23.882812 1734432238.4774
MEM 23.882812 1734432238.5777
MEM 23.882812 1734432238.6780
MEM 23.882812 1734432238.7783
MEM 23.882812 1734432238.8787
MEM 23.882812 1734432238.9793
MEM 23.882812 1734432239.0797
MEM 23.882812 1734432239.1800
MEM 23.882812 1734432239.2803
MEM 23.882812 1734432239.3807
MEM 23.882812 1734432239.4810
MEM 23.882812 1734432239.5813
MEM 23.882812 1734432239.6817
MEM 23.882812 1734432239.7821
MEM 23.882812 1734432239.8825
MEM 23.882812 1734432239.9828
MEM 23.882812 1734432240.0832
MEM 23.882812 1734432240.1835
MEM 23.882812 1734432240.2839
MEM 23.882812 1734432240.3842
MEM 23.882812 1734432240.4845
MEM 23.882812 1734432240.5849
MEM 23.882812 1734432240.6852
MEM 23.882812 1734432240.7855
MEM 23.882812 1734432240.8859
MEM 23.882812 1734432240.9862
MEM 23.882812 1734432241.0865
MEM 23.882812 1734432241.1869
MEM 23.882812 1734432241.2872
MEM 23.882812 1734432241.3876
MEM 23.882812 1734432241.4880
MEM 23.882812 1734432241.5883
MEM 23.882812 1734432241.6888
MEM 23.882812 1734432241.7891
MEM 23.882812 1734432241.8894
MEM 23.882812 1734432241.9897
MEM 23.882812 1734432242.0901
MEM 23.882812 1734432242.1904
MEM 23.882812 1734432242.2907
MEM 23.882812 1734432242.3910
MEM 23.882812 1734432242.4914
MEM 23.882812 1734432242.5918
MEM 23.882812 1734432242.6921
MEM 23.882812 1734432242.7925
MEM 23.882812 1734432242.8928
MEM 23.882812 1734432242.9931
MEM 23.882812 1734432243.0936
MEM 23.882812 1734432243.1940
MEM 23.882812 1734432243.2943
MEM 23.882812 1734432243.3947
MEM 23.882812 1734432243.4950
MEM 23.882812 1734432243.5953
MEM 23.882812 1734432243.6957
MEM 23.882812 1734432243.7960
MEM 23.882812 1734432243.8964
MEM 23.882812 1734432243.9967
MEM 23.882812 1734432244.0971
MEM 23.882812 1734432244.1974
MEM 23.882812 1734432244.2978
MEM 23.882812 1734432244.3981
MEM 23.882812 1734432244.4984
MEM 23.882812 1734432244.5988
MEM 23.882812 1734432244.6991
MEM 23.882812 1734432244.7994
MEM 23.882812 1734432244.8997
MEM 23.882812 1734432245.0000
MEM 23.882812 1734432245.1004
MEM 23.882812 1734432245.2007
MEM 23.882812 1734432245.3011
MEM 23.882812 1734432245.4014
MEM 23.882812 1734432245.5018
MEM 23.882812 1734432245.6021
MEM 23.882812 1734432245.7025
MEM 23.882812 1734432245.8028
MEM 23.882812 1734432245.9032
MEM 23.882812 1734432246.0035
MEM 23.882812 1734432246.1038
MEM 23.882812 1734432246.2041
MEM 23.882812 1734432246.3044
MEM 23.882812 1734432246.4048
MEM 23.882812 1734432246.5051
MEM 23.882812 1734432246.6055
MEM 23.882812 1734432246.7058
MEM 23.882812 1734432246.8062
MEM 23.882812 1734432246.9066
MEM 23.882812 1734432247.0070
MEM 23.882812 1734432247.1073
MEM 23.882812 1734432247.2077
MEM 23.882812 1734432247.3081
MEM 23.882812 1734432247.4084
MEM 23.882812 1734432247.5087
MEM 23.882812 1734432247.6091
MEM 23.882812 1734432247.7094
MEM 23.882812 1734432247.8097
MEM 23.882812 1734432247.9100
MEM 23.882812 1734432248.0103
MEM 23.882812 1734432248.1107
MEM 23.882812 1734432248.2110
MEM 23.882812 1734432248.3113
MEM 23.882812 1734432248.4117
MEM 23.882812 1734432248.5121
MEM 23.882812 1734432248.6126
MEM 23.882812 1734432248.7129
MEM 23.882812 1734432248.8133
MEM 23.882812 1734432248.9136
MEM 23.882812 1734432249.0138
MEM 23.882812 1734432249.1141
MEM 23.882812 1734432249.2144
MEM 23.882812 1734432249.3148
MEM 23.882812 1734432249.4151
MEM 23.882812 1734432249.5154
MEM 23.882812 1734432249.6158
MEM 23.882812 1734432249.7161
MEM 23.882812 1734432249.8165
MEM 23.882812 1734432249.9169
MEM 23.882812 1734432250.0172
MEM 23.882812 1734432250.1175
MEM 23.882812 1734432250.2178
MEM 23.882812 1734432250.3181
MEM 23.882812 1734432250.4184
MEM 23.882812 1734432250.5188
MEM 23.882812 1734432250.6191
MEM 23.882812 1734432250.7195
MEM 23.882812 1734432250.8198
MEM 23.882812 1734432250.9202
MEM 23.882812 1734432251.0205
MEM 23.882812 1734432251.1208
MEM 23.882812 1734432251.2211
MEM 23.882812 1734432251.3214
MEM 23.882812 1734432251.4218
MEM 23.882812 1734432251.5221
MEM 23.882812 1734432251.6225
MEM 23.882812 1734432251.7228
MEM 23.882812 1734432251.8231
MEM 23.882812 1734432251.9235
MEM 23.882812 1734432252.0238
MEM 23.882812 1734432252.1242
MEM 23.882812 1734432252.2245
MEM 23.882812 1734432252.3248
MEM 23.882812 1734432252.4252
MEM 23.882812 1734432252.5255
MEM 23.882812 1734432252.6259
MEM 23.882812 1734432252.7262
MEM 23.882812 1734432252.8265
MEM 23.882812 1734432252.9269
MEM 23.882812 1734432253.0272
MEM 23.882812 1734432253.1275
MEM 23.882812 1734432253.2278
MEM 23.882812 1734432253.3280
MEM 23.882812 1734432253.4282
MEM 23.882812 1734432253.5285
MEM 23.882812 1734432253.6287
MEM 23.882812 1734432253.7290
MEM 23.882812 1734432253.8292
MEM 23.882812 1734432253.9294
MEM 23.882812 1734432254.0297
MEM 23.882812 1734432254.1299
MEM 23.882812 1734432254.2301
MEM 23.882812 1734432254.3303
MEM 23.882812 1734432254.4306
MEM 23.882812 1734432254.5308
MEM 23.882812 1734432254.6311
MEM 23.882812 1734432254.7313
MEM 23.882812 1734432254.8315
MEM 23.882812 1734432254.9317
MEM 23.882812 1734432255.0320
MEM 23.882812 1734432255.1322
MEM 23.882812 1734432255.2324
MEM 23.882812 1734432255.3327
MEM 23.882812 1734432255.4329
MEM 23.882812 1734432255.5331
MEM 23.882812 1734432255.6333
MEM 23.882812 1734432255.7336
MEM 23.882812 1734432255.8338
MEM 23.882812 1734432255.9340
MEM 23.882812 1734432256.0343
MEM 23.882812 1734432256.1345
MEM 23.882812 1734432256.2347
MEM 23.882812 1734432256.3349
MEM 23.882812 1734432256.4352
MEM 23.882812 1734432256.5354
MEM 23.882812 1734432256.6356
MEM 23.882812 1734432256.7359
MEM 23.882812 1734432256.8361
MEM 23.882812 1734432256.9363
MEM 23.882812 1734432257.0366
MEM 23.882812 1734432257.1369
MEM 23.882812 1734432257.2371
MEM 23.882812 1734432257.3374
MEM 23.882812 1734432257.4377
MEM 23.882812 1734432257.5380
MEM 23.882812 1734432257.6383
MEM 23.882812 1734432257.7387
MEM 23.882812 1734432257.8391
MEM 23.882812 1734432257.9394
MEM 23.882812 1734432258.0398
MEM 23.882812 1734432258.1409
MEM 23.882812 1734432258.2412
MEM 23.882812 1734432258.3416
MEM 23.882812 1734432258.4420
MEM 23.882812 1734432258.5423
MEM 23.882812 1734432258.6427
MEM 23.882812 1734432258.7430
MEM 23.882812 1734432258.8433
MEM 23.882812 1734432258.9436
MEM 23.882812 1734432259.0439
MEM 23.882812 1734432259.1442
MEM 23.882812 1734432259.2445
MEM 23.882812 1734432259.3448
MEM 23.882812 1734432259.4452
MEM 23.882812 1734432259.5459
MEM 23.882812 1734432259.6463
MEM 23.882812 1734432259.7467
MEM 23.882812 1734432259.8470
MEM 23.882812 1734432259.9473
MEM 23.882812 1734432260.0477
MEM 23.882812 1734432260.1480
MEM 23.882812 1734432260.2483
MEM 23.882812 1734432260.3487
MEM 23.882812 1734432260.4490
MEM 23.882812 1734432260.5493
MEM 23.882812 1734432260.6497
MEM 23.882812 1734432260.7500
MEM 23.882812 1734432260.8503
MEM 23.882812 1734432260.9507
MEM 23.882812 1734432261.0510
MEM 23.882812 1734432261.1513
MEM 23.882812 1734432261.2517
MEM 23.882812 1734432261.3521
MEM 23.882812 1734432261.4531
MEM 23.882812 1734432261.5534
MEM 23.882812 1734432261.6538
MEM 23.882812 1734432261.7542
MEM 23.882812 1734432261.8545
MEM 23.882812 1734432261.9551
MEM 23.882812 1734432262.0555
MEM 23.882812 1734432262.1559
MEM 23.882812 1734432262.2563
MEM 23.882812 1734432262.3566
MEM 23.882812 1734432262.4570
MEM 23.882812 1734432262.5574
MEM 23.882812 1734432262.6577
MEM 23.882812 1734432262.7581
MEM 23.882812 1734432262.8584
MEM 23.882812 1734432262.9592
MEM 23.882812 1734432263.0595
MEM 23.882812 1734432263.1600
MEM 23.882812 1734432263.2604
MEM 23.882812 1734432263.3607
MEM 23.882812 1734432263.4611
MEM 23.882812 1734432263.5614
MEM 23.882812 1734432263.6617
MEM 23.882812 1734432263.7621
MEM 23.882812 1734432263.8625
MEM 23.882812 1734432263.9628
MEM 23.882812 1734432264.0632
MEM 23.882812 1734432264.1635
MEM 23.882812 1734432264.2638
MEM 23.882812 1734432264.3642
MEM 23.882812 1734432264.4645
MEM 23.882812 1734432264.5649
MEM 23.882812 1734432264.6652
MEM 23.882812 1734432264.7656
MEM 23.882812 1734432264.8659
MEM 23.882812 1734432264.9663
MEM 23.882812 1734432265.0666
MEM 23.882812 1734432265.1672
MEM 23.882812 1734432265.2675
MEM 23.882812 1734432265.3679
MEM 23.882812 1734432265.4687
MEM 23.882812 1734432265.5691
MEM 23.882812 1734432265.6695
MEM 23.882812 1734432265.7699
MEM 23.882812 1734432265.8702
MEM 23.882812 1734432265.9706
MEM 23.882812 1734432266.0709
MEM 23.882812 1734432266.1713
MEM 23.882812 1734432266.2716
MEM 23.882812 1734432266.3720
MEM 23.882812 1734432266.4722
MEM 23.882812 1734432266.5726
MEM 23.882812 1734432266.6729
MEM 23.882812 1734432266.7732
MEM 23.882812 1734432266.8735
MEM 23.882812 1734432266.9738
MEM 23.882812 1734432267.0742
MEM 23.882812 1734432267.1745
MEM 23.882812 1734432267.2749
MEM 23.882812 1734432267.3753
MEM 23.882812 1734432267.4757
MEM 23.882812 1734432267.5760
MEM 23.882812 1734432267.6763
MEM 23.882812 1734432267.7767
MEM 23.882812 1734432267.8771
MEM 23.882812 1734432267.9774
MEM 23.882812 1734432268.0778
MEM 23.882812 1734432268.1782
MEM 23.882812 1734432268.2786
MEM 23.882812 1734432268.3789
MEM 23.882812 1734432268.4793
MEM 23.882812 1734432268.5798
MEM 23.882812 1734432268.6802
MEM 23.882812 1734432268.7806
MEM 23.882812 1734432268.8810
MEM 23.882812 1734432268.9814
MEM 23.882812 1734432269.0818
MEM 23.882812 1734432269.1821
MEM 23.882812 1734432269.2824
MEM 23.882812 1734432269.3829
MEM 23.882812 1734432269.4832
MEM 23.882812 1734432269.5835
MEM 23.882812 1734432269.6888
MEM 23.882812 1734432269.7891
MEM 23.882812 1734432269.8894
MEM 23.882812 1734432269.9897
MEM 23.882812 1734432270.0901
MEM 23.882812 1734432270.1904
MEM 23.882812 1734432270.2907
MEM 23.882812 1734432270.3910
MEM 23.882812 1734432270.4913
MEM 23.882812 1734432270.5917
MEM 23.882812 1734432270.6921
MEM 23.882812 1734432270.7924
MEM 23.882812 1734432270.8928
MEM 23.882812 1734432270.9931
MEM 23.882812 1734432271.0935
MEM 23.882812 1734432271.1938
MEM 23.882812 1734432271.2941
MEM 23.882812 1734432271.3945
MEM 23.882812 1734432271.4948
MEM 23.882812 1734432271.5951
MEM 23.882812 1734432271.6954
MEM 23.882812 1734432271.7957
MEM 23.882812 1734432271.8961
MEM 23.882812 1734432271.9964
MEM 23.882812 1734432272.0968
MEM 23.882812 1734432272.1971
MEM 23.882812 1734432272.2975
MEM 23.882812 1734432272.3980
MEM 23.882812 1734432272.4984
MEM 23.882812 1734432272.5989
